DEPTH,GR,NPHI,RHOB,RT,WELL
METERS,GAPI,V/V,G/C3,OHMM,
9230,,,,,
9230.5,,,,,
9231,,,,,
9231.5,,,,,
9232,,,,,
9232.5,,,,,
9233,,,,,
9233.5,,,,,
9234,,,,,
9234.5,,,,,
9235,,,,,
9235.5,,,,,
9236,,,,,
9236.5,,,,,
9237,,,,,
9237.5,,,,,
9238,,,,,
9238.5,,,,,
9239,,,,,
9239.5,,,,,
9240,,,,,
9240.5,,,,,
9241,,,,,
9241.5,,,,,
9242,,,,,
9242.5,,,,,
9243,,,,,
9243.5,,,,,
9244,,,,,
9244.5,,,,,
9245,,,,,
9245.5,,,,,
9246,,,,,
9246.5,,,,,
9247,,,,,
9247.5,,,,,
9248,,,,,
9248.5,,,,,
9249,,,,,
9249.5,,,,,
9250,,,,,
9250.5,,,,,
9251,,,,,
9251.5,,,,,
9252,,,,,
9252.5,,,,,
9253,,,,,
9253.5,,,,,
9254,,,,,
9254.5,,,,,
9255,,,,,
9255.5,,,,,
9256,,,,,
9256.5,,,,,
9257,,,,,
9257.5,,,,,
9258,,,,,
9258.5,,,,,
9259,,,,,
9259.5,,,,,
9260,,,,,
9260.5,,,,,
9261,,,,,
9261.5,,,,,
9262,,,,,
9262.5,,,,,
9263,,,,,
9263.5,,,,,
9264,,,,,
9264.5,,,,,
9265,,,,,
9265.5,,,,,
9266,,,,,
9266.5,,,,,
9267,,,,,
9267.5,,,,,
9268,,,,,
9268.5,,,,,
9269,,,,,
9269.5,,,,,
9270,,,,,
9270.5,,,,,
9271,,,,,
9271.5,,,,,
9272,,,,,
9272.5,,,,,
9273,,,,,
9273.5,,,,,
9274,,,,,
9274.5,,,,,
9275,,,,,
9275.5,,,,,
9276,,,,,
9276.5,,,,,
9277,,,,,
9277.5,,,,,
9278,,,,,
9278.5,,,,,
9279,,,,,
9279.5,,,,,
9280,,,,,
9280.5,,,,,
9281,,,,,
9281.5,,,,,
9282,,,,,
9282.5,,,,,
9283,,,,,
9283.5,,,,,
9284,,,,,
9284.5,,,,,
9285,,,,,
9285.5,,,,,
9286,,,,,
9286.5,,,,,
9287,,,,,
9287.5,,,,,
9288,,,,,
9288.5,,,,,
9289,,,,,
9289.5,,,,,
9290,,,,,
9290.5,,,,,
9291,,,,,
9291.5,,,,,
9292,,,,,
9292.5,,,,,
9293,,,,,
9293.5,,,,,
9294,,,,,
9294.5,,,,,
9295,,,,,
9295.5,,,,,
9296,,,,,
9296.5,,,,,
9297,,,,,
9297.5,,,,,
9298,,,,,
9298.5,,,,,
9299,,,,,
9299.5,,,,,
9300,,,,,
9300.5,,,,,
9301,,,,,
9301.5,,,,,
9302,,,,,
9302.5,,,,,
9303,,,,,
9303.5,,,,,
9304,,,,,
9304.5,,,,,
9305,,,,,
9305.5,,,,,
9306,,,,,
9306.5,,,,,
9307,,,,,
9307.5,,,,,
9308,,,,,
9308.5,,,,,
9309,,,,,
9309.5,,,,,
9310,,,,,
9310.5,,,,,
9311,,,,,
9311.5,,,,,
9312,,,,,
9312.5,,,,,
9313,,,,,
9313.5,,,,,
9314,,,,,
9314.5,,,,,
9315,,,,,
9315.5,,,,,
9316,,,,,
9316.5,,,,,
9317,,,,,
9317.5,,,,,
9318,,,,,
9318.5,,,,,
9319,,,,,
9319.5,,,,,
9320,,,,,
9320.5,,,,,
9321,,,,,
9321.5,,,,,
9322,,,,,
9322.5,,,,,
9323,,,,,
9323.5,,,,,
9324,,,,,
9324.5,,,,,
9325,,,,,
9325.5,,,,,
9326,,,,,
9326.5,,,,,
9327,,,,,
9327.5,,,,,
9328,,,,,
9328.5,,,,,
9329,,,,,
9329.5,,,,,
9330,,,,,
9330.5,,,,,
9331,,,,,
9331.5,,,,,
9332,,,,,
9332.5,,,,,
9333,,,,,
9333.5,,,,,
9334,,,,,
9334.5,,,,,
9335,,,,,
9335.5,,,,,
9336,,,,,
9336.5,,,,,
9337,,,,,
9337.5,,,,,
9338,,,,,
9338.5,,,,,
9339,,,,,
9339.5,,,,,
9340,,,,,
9340.5,,,,,
9341,,,,,
9341.5,,,,,
9342,,,,,
9342.5,,,,,
9343,,,,,
9343.5,,,,,
9344,,,,,
9344.5,,,,,
9345,,,,,
9345.5,,,,,
9346,,,,,
9346.5,,,,,
9347,,,,,
9347.5,,,,,
9348,,,,,
9348.5,,,,,
9349,,,,,
9349.5,,,,,
9350,,,,,
9350.5,,,,,
9351,,,,,
9351.5,,,,,
9352,,,,,
9352.5,,,,,
9353,,,,,
9353.5,,,,,
9354,,,,,
9354.5,,,,,
9355,,,,,
9355.5,,,,,
9356,,,,,
9356.5,,,,,
9357,,,,,
9357.5,,,,,
9358,,,,,
9358.5,,,,,
9359,,,,,
9359.5,,,,,
9360,,,,,
9360.5,,,,,
9361,,,,,
9361.5,,,,,
9362,,,,,
9362.5,,,,,
9363,,,,,
9363.5,,,,,
9364,,,,,
9364.5,,,,,
9365,,,,,
9365.5,,,,,
9366,,,,,
9366.5,,,,,
9367,,,,,
9367.5,,,,,
9368,,,,,
9368.5,,,,,
9369,,,,,
9369.5,,,,,
9370,,,,,
9370.5,,,,,
9371,,,,,
9371.5,,,,,
9372,,,,,
9372.5,,,,,
9373,,,,,
9373.5,,,,,
9374,,,,,
9374.5,,,,,
9375,,,,,
9375.5,,,,,
9376,,,,,
9376.5,,,,,
9377,,,,,
9377.5,,,,,
9378,,,,,
9378.5,,,,,
9379,,,,,
9379.5,,,,,
9380,,,,,
9380.5,,,,,
9381,,,,,
9381.5,,,,,
9382,,,,,
9382.5,,,,,
9383,,,,,
9383.5,,,,,
9384,,,,,
9384.5,,,,,
9385,,,,,
9385.5,,,,,
9386,,,,,
9386.5,,,,,
9387,,,,,
9387.5,,,,,
9388,,,,,
9388.5,,,,,
9389,,,,,
9389.5,,,,,
9390,,,,,
9390.5,,,,,
9391,,,,,
9391.5,,,,,
9392,,,,,
9392.5,,,,,
9393,,,,,
9393.5,,,,,
9394,,,,,
9394.5,,,,,
9395,,,,,
9395.5,,,,,
9396,,,,,
9396.5,,,,,
9397,,,,,
9397.5,,,,,
9398,,,,,
9398.5,,,,,
9399,,,,,
9399.5,,,,,
9400,,,,,
9400.5,,,,,
9401,,,,,
9401.5,,,,,
9402,,,,,
9402.5,,,,,
9403,,,,,
9403.5,,,,,
9404,,,,,
9404.5,,,,,
9405,,,,,
9405.5,,,,,
9406,,,,,
9406.5,,,,,
9407,,,,,
9407.5,,,,,
9408,,,,,
9408.5,,,,,
9409,,,,,
9409.5,,,,,
9410,,,,,
9410.5,,,,,
9411,,,,,
9411.5,,,,,
9412,,,,,
9412.5,,,,,
9413,,,,,
9413.5,,,,,
9414,,,,,
9414.5,,,,,
9415,,,,,
9415.5,,,,,
9416,,,,,
9416.5,,,,,
9417,,,,,
9417.5,,,,,
9418,,,,,
9418.5,,,,,
9419,,,,,
9419.5,,,,,
9420,,,,,
9420.5,,,,,
9421,,,,,
9421.5,,,,,
9422,,,,,
9422.5,,,,,
9423,,,,,
9423.5,,,,,
9424,,,,,
9424.5,,,,,
9425,,,,,
9425.5,,,,,
9426,,,,,
9426.5,,,,,
9427,,,,,
9427.5,,,,,
9428,,,,,
9428.5,,,,,
9429,,,,,
9429.5,,,,,
9430,,,,,
9430.5,,,,,
9431,,,,,
9431.5,,,,,
9432,,,,,
9432.5,,,,,
9433,,,,,
9433.5,,,,,
9434,,,,,
9434.5,,,,,
9435,,,,,
9435.5,,,,,
9436,,,,,
9436.5,,,,,
9437,,,,,
9437.5,,,,,
9438,,,,,
9438.5,,,,,
9439,,,,,
9439.5,,,,,
9440,,,,,
9440.5,,,,,
9441,,,,,
9441.5,,,,,
9442,,,,,
9442.5,,,,,
9443,,,,,
9443.5,,,,,
9444,,,,,
9444.5,,,,,
9445,,,,,
9445.5,,,,,
9446,,,,,
9446.5,,,,,
9447,,,,,
9447.5,,,,,
9448,,,,,
9448.5,,,,,
9449,,,,,
9449.5,,,,,
9450,,,,,
9450.5,,,,,
9451,,,,,
9451.5,,,,,
9452,,,,,
9452.5,,,,,
9453,,,,,
9453.5,,,,,
9454,,,,,
9454.5,,,,,
9455,,,,,
9455.5,,,,,
9456,,,,,
9456.5,,,,,
9457,,,,,
9457.5,,,,,
9458,,,,,
9458.5,,,,,
9459,,,,,
9459.5,,,,,
9460,,,,,
9460.5,,,,,
9461,,,,,
9461.5,,,,,
9462,,,,,
9462.5,,,,,
9463,,,,,
9463.5,,,,,
9464,,,,,
9464.5,,,,,
9465,,,,,
9465.5,,,,,
9466,,,,,
9466.5,,,,,
9467,,,,,
9467.5,,,,,
9468,,,,,
9468.5,,,,,
9469,,,,,
9469.5,,,,,
9470,,,,,
9470.5,,,,,
9471,,,,,
9471.5,,,,,
9472,,,,,
9472.5,,,,,
9473,,,,,
9473.5,,,,,
9474,,,,,
9474.5,,,,,
9475,,,,,
9475.5,,,,,
9476,,,,,
9476.5,,,,,
9477,,,,,
9477.5,,,,,
9478,,,,,
9478.5,,,,,
9479,,,,,
9479.5,,,,,
9480,,,,,
9480.5,,,,,
9481,,,,,
9481.5,,,,,
9482,,,,,
9482.5,,,,,
9483,,,,,
9483.5,,,,,
9484,,,,,
9484.5,,,,,
9485,,,,,
9485.5,,,,,
9486,,,,,
9486.5,,,,,
9487,,,,,
9487.5,,,,,
9488,,,,,
9488.5,,,,,
9489,,,,,
9489.5,,,,,
9490,,,,,
9490.5,,,,,
9491,,,,,
9491.5,,,,,
9492,,,,,
9492.5,,,,,
9493,,,,,
9493.5,,,,,
9494,,,,,
9494.5,,,,,
9495,,,,,
9495.5,,,,,
9496,,,,,
9496.5,,,,,
9497,,,,,
9497.5,,,,,
9498,,,,,
9498.5,,,,,
9499,,,,,
9499.5,,,,,
9500,,,,,
9500.5,,,,,
9501,,,,,
9501.5,,,,,
9502,,,,,
9502.5,,,,,
9503,,,,,
9503.5,,,,,
9504,,,,,
9504.5,,,,,
9505,,,,,
9505.5,,,,,
9506,,,,,
9506.5,,,,,
9507,,,,,
9507.5,,,,,
9508,,,,,
9508.5,,,,,
9509,,,,,
9509.5,,,,,
9510,,,,,
9510.5,,,,,
9511,,,,,
9511.5,,,,,
9512,,,,,
9512.5,,,,,
9513,,,,,
9513.5,,,,,
9514,,,,,
9514.5,,,,,
9515,,,,,
9515.5,,,,,
9516,,,,,
9516.5,,,,,
9517,,,,,
9517.5,,,,,
9518,,,,,
9518.5,,,,,
9519,,,,,
9519.5,,,,,
9520,,,,,
9520.5,,,,,
9521,,,,,
9521.5,,,,,
9522,,,,,
9522.5,,,,,
9523,,,,,
9523.5,,,,,
9524,,,,,
9524.5,,,,,
9525,,,,,
9525.5,,,,,
9526,,,,,
9526.5,,,,,
9527,,,,,
9527.5,,,,,
9528,,,,,
9528.5,,,,,
9529,,,,,
9529.5,,,,,
9530,,,,,
9530.5,,,,,
9531,,,,,
9531.5,,,,,
9532,,,,,
9532.5,,,,,
9533,,,,,
9533.5,,,,,
9534,,,,,
9534.5,,,,,
9535,,,,,
9535.5,,,,,
9536,,,,,
9536.5,,,,,
9537,,,,,
9537.5,,,,,
9538,,,,,
9538.5,,,,,
9539,,,,,
9539.5,,,,,
9540,,,,,
9540.5,,,,,
9541,,,,,
9541.5,,,,,
9542,,,,,
9542.5,,,,,
9543,,,,,
9543.5,,,,,
9544,,,,,
9544.5,,,,,
9545,,,,,
9545.5,,,,,
9546,,,,,
9546.5,,,,,
9547,,,,,
9547.5,,,,,
9548,,,,,
9548.5,,,,,
9549,,,,,
9549.5,,,,,
9550,,,,,
9550.5,,,,,
9551,,,,,
9551.5,,,,,
9552,,,,,
9552.5,,,,,
9553,,,,,
9553.5,,,,,
9554,,,,,
9554.5,,,,,
9555,,,,,
9555.5,,,,,
9556,,,,,
9556.5,,,,,
9557,,,,,
9557.5,,,,,
9558,,,,,
9558.5,,,,,
9559,,,,,
9559.5,,,,,
9560,,,,,
9560.5,,,,,
9561,,,,,
9561.5,,,,,
9562,,,,,
9562.5,,,,,
9563,,,,,
9563.5,,,,,
9564,,,,,
9564.5,,,,,
9565,,,,,
9565.5,,,,,
9566,,,,,
9566.5,,,,,
9567,,,,,
9567.5,,,,,
9568,,,,,
9568.5,,,,,
9569,,,,,
9569.5,,,,,
9570,,,,,
9570.5,,,,,
9571,,,,,
9571.5,,,,,
9572,,,,,
9572.5,,,,,
9573,,,,,
9573.5,,,,,
9574,,,,,
9574.5,,,,,
9575,,,,,
9575.5,,,,,
9576,,,,,
9576.5,,,,,
9577,,,,,
9577.5,,,,,
9578,,,,,
9578.5,,,,,
9579,,,,,
9579.5,,,,,
9580,,,,,
9580.5,,,,,
9581,,,,,
9581.5,,,,,
9582,,,,,
9582.5,,,,,
9583,,,,,
9583.5,,,,,
9584,,,,,
9584.5,,,,,
9585,,,,,
9585.5,,,,,
9586,,,,,
9586.5,,,,,
9587,,,,,
9587.5,,,,,
9588,,,,,
9588.5,,,,,
9589,,,,,
9589.5,,,,,
9590,,,,,
9590.5,,,,,
9591,,,,,
9591.5,,,,,
9592,,,,,
9592.5,,,,,
9593,,,,,
9593.5,,,,,
9594,,,,,
9594.5,,,,,
9595,,,,,
9595.5,,,,,
9596,,,,,
9596.5,,,,,
9597,,,,,
9597.5,,,,,
9598,,,,,
9598.5,,,,,
9599,,,,,
9599.5,,,,,
9600,,,,,
9600.5,,,,,
9601,,,,,
9601.5,,,,,
9602,,,,,
9602.5,,,,,
9603,,,,,
9603.5,,,,,
9604,,,,,
9604.5,,,,,
9605,,,,,
9605.5,,,,,
9606,,,,,
9606.5,,,,,
9607,,,,,
9607.5,,,,,
9608,,,,,
9608.5,,,,,
9609,,,,,
9609.5,,,,,
9610,,,,,
9610.5,,,,,
9611,,,,,
9611.5,,,,,
9612,,,,,
9612.5,,,,,
9613,,,,,
9613.5,,,,,
9614,,,,,
9614.5,,,,,
9615,,,,,
9615.5,,,,,
9616,,,,,
9616.5,,,,,
9617,,,,,
9617.5,,,,,
9618,,,,,
9618.5,,,,,
9619,,,,,
9619.5,,,,,
9620,,,,,
9620.5,,,,,
9621,,,,,
9621.5,,,,,
9622,,,,,
9622.5,,,,,
9623,,,,,
9623.5,,,,,
9624,,,,,
9624.5,,,,,
9625,,,,,
9625.5,,,,,
9626,,,,,
9626.5,,,,,
9627,,,,,
9627.5,,,,,
9628,,,,,
9628.5,,,,,
9629,,,,,
9629.5,,,,,
9630,,,,,
9630.5,,,,,
9631,,,,,
9631.5,,,,,
9632,,,,,
9632.5,,,,,
9633,,,,,
9633.5,,,,,
9634,,,,,
9634.5,,,,,
9635,,,,,
9635.5,,,,,
9636,,,,,
9636.5,,,,,
9637,,,,,
9637.5,,,,,
9638,,,,,
9638.5,,,,,
9639,,,,,
9639.5,,,,,
9640,,,,,
9640.5,,,,,
9641,,,,,
9641.5,,,,,
9642,,,,,
9642.5,,,,,
9643,,,,,
9643.5,,,,,
9644,,,,,
9644.5,,,,,
9645,,,,,
9645.5,,,,,
9646,,,,,
9646.5,,,,,
9647,,,,,
9647.5,,,,,
9648,,,,,
9648.5,,,,,
9649,,,,,
9649.5,,,,,
9650,,,,,
9650.5,,,,,
9651,,,,,
9651.5,,,,,
9652,,,,,
9652.5,,,,,
9653,,,,,
9653.5,,,,,
9654,,,,,
9654.5,,,,,
9655,,,,,
9655.5,,,,,
9656,,,,,
9656.5,,,,,
9657,,,,,
9657.5,,,,,
9658,,,,,
9658.5,,,,,
9659,,,,,
9659.5,,,,,
9660,,,,,
9660.5,,,,,
9661,,,,,
9661.5,,,,,
9662,,,,,
9662.5,,,,,
9663,,,,,
9663.5,,,,,
9664,,,,,
9664.5,,,,,
9665,,,,,
9665.5,,,,,
9666,,,,,
9666.5,,,,,
9667,,,,,
9667.5,,,,,
9668,,,,,
9668.5,,,,,
9669,,,,,
9669.5,,,,,
9670,,,,,
9670.5,,,,,
9671,,,,,
9671.5,,,,,
9672,,,,,
9672.5,,,,,
9673,,,,,
9673.5,,,,,
9674,,,,,
9674.5,,,,,
9675,,,,,
9675.5,,,,,
9676,,,,,
9676.5,,,,,
9677,,,,,
9677.5,,,,,
9678,,,,,
9678.5,,,,,
9679,,,,,
9679.5,,,,,
9680,,,,,
9680.5,,,,,
9681,,,,,
9681.5,,,,,
9682,,,,,
9682.5,,,,,
9683,,,,,
9683.5,,,,,
9684,,,,,
9684.5,,,,,
9685,,,,,
9685.5,,,,,
9686,,,,,
9686.5,,,,,
9687,,,,,
9687.5,,,,,
9688,,,,,
9688.5,,,,,
9689,,,,,
9689.5,,,,,
9690,,,,,
9690.5,,,,,
9691,,,,,
9691.5,,,,,
9692,,,,,
9692.5,,,,,
9693,,,,,
9693.5,,,,,
9694,,,,,
9694.5,,,,,
9695,,,,,
9695.5,,,,,
9696,,,,,
9696.5,,,,,
9697,,,,,
9697.5,,,,,
9698,,,,,
9698.5,,,,,
9699,,,,,
9699.5,,,,,
9700,,,,,
9700.5,,,,,
9701,,,,,
9701.5,,,,,
9702,,,,,
9702.5,,,,,
9703,,,,,
9703.5,,,,,
9704,,,,,
9704.5,,,,,
9705,,,,,
9705.5,,,,,
9706,,,,,
9706.5,,,,,
9707,,,,,
9707.5,,,,,
9708,,,,,
9708.5,,,,,
9709,,,,,
9709.5,,,,,
9710,,,,,
9710.5,,,,,
9711,,,,,
9711.5,,,,,
9712,,,,,
9712.5,,,,,
9713,,,,,
9713.5,,,,,
9714,,,,,
9714.5,,,,,
9715,,,,,
9715.5,,,,,
9716,,,,,
9716.5,,,,,
9717,,,,,
9717.5,,,,,
9718,,,,,
9718.5,,,,,
9719,,,,,
9719.5,,,,,
9720,,,,,
9720.5,,,,,
9721,,,,,
9721.5,,,,,
9722,,,,,
9722.5,,,,,
9723,,,,,
9723.5,,,,,
9724,,,,,
9724.5,,,,,
9725,,,,,
9725.5,,,,,
9726,,,,,
9726.5,,,,,
9727,,,,,
9727.5,,,,,
9728,,,,,
9728.5,,,,,
9729,,,,,
9729.5,,,,,
9730,,,,,
9730.5,,,,,
9731,,,,,
9731.5,,,,,
9732,,,,,
9732.5,,,,,
9733,,,,,
9733.5,,,,,
9734,,,,,
9734.5,,,,,
9735,,,,,
9735.5,,,,,
9736,,,,,
9736.5,,,,,
9737,,,,,
9737.5,,,,,
9738,,,,,
9738.5,,,,,
9739,,,,,
9739.5,,,,,
9740,,,,,
9740.5,,,,,
9741,,,,,
9741.5,,,,,
9742,,,,,
9742.5,,,,,
9743,,,,,
9743.5,,,,,
9744,,,,,
9744.5,,,,,
9745,,,,,
9745.5,,,,,
9746,,,,,
9746.5,,,,,
9747,,,,,
9747.5,,,,,
9748,,,,,
9748.5,,,,,
9749,,,,,
9749.5,,,,,
9750,,,,,
9750.5,,,,,
9751,,,,,
9751.5,,,,,
9752,,,,,
9752.5,,,,,
9753,,,,,
9753.5,,,,,
9754,,,,,
9754.5,,,,,
9755,,,,,
9755.5,,,,,
9756,,,,,
9756.5,,,,,
9757,,,,,
9757.5,,,,,
9758,,,,,
9758.5,,,,,
9759,,,,,
9759.5,,,,,
9760,,,,,
9760.5,,,,,
9761,,,,,
9761.5,,,,,
9762,,,,,
9762.5,,,,,
9763,,,,,
9763.5,,,,,
9764,,,,,
9764.5,,,,,
9765,,,,,
9765.5,,,,,
9766,,,,,
9766.5,,,,,
9767,,,,,
9767.5,,,,,
9768,,,,,
9768.5,,,,,
9769,,,,,
9769.5,,,,,
9770,,,,,
9770.5,,,,,
9771,,,,,
9771.5,,,,,
9772,,,,,
9772.5,,,,,
9773,,,,,
9773.5,,,,,
9774,,,,,
9774.5,,,,,
9775,,,,,
9775.5,,,,,
9776,,,,,
9776.5,,,,,
9777,,,,,
9777.5,,,,,
9778,,,,,
9778.5,,,,,
9779,,,,,
9779.5,,,,,
9780,,,,,
9780.5,,,,,
9781,,,,,
9781.5,,,,,
9782,,,,,
9782.5,,,,,
9783,,,,,
9783.5,,,,,
9784,,,,,
9784.5,,,,,
9785,,,,,
9785.5,,,,,
9786,,,,,
9786.5,,,,,
9787,,,,,
9787.5,,,,,
9788,,,,,
9788.5,,,,,
9789,,,,,
9789.5,,,,,
9790,,,,,
9790.5,,,,,
9791,,,,,
9791.5,,,,,
9792,,,,,
9792.5,,,,,
9793,,,,,
9793.5,,,,,
9794,,,,,
9794.5,,,,,
9795,,,,,
9795.5,,,,,
9796,,,,,
9796.5,,,,,
9797,,,,,
9797.5,,,,,
9798,,,,,
9798.5,,,,,
9799,,,,,
9799.5,,,,,
9800,,,,,
9800.5,,,,,
9801,,,,,
9801.5,,,,,
9802,,,,,
9802.5,,,,,
9803,,,,,
9803.5,,,,,
9804,,,,,
9804.5,,,,,
9805,,,,,
9805.5,,,,,
9806,,,,,
9806.5,,,,,
9807,,,,,
9807.5,,,,,
9808,,,,,
9808.5,,,,,
9809,,,,,
9809.5,,,,,
9810,,,,,
9810.5,,,,,
9811,,,,,
9811.5,,,,,
9812,,,,,
9812.5,,,,,
9813,,,,,
9813.5,,,,,
9814,,,,,
9814.5,,,,,
9815,,,,,
9815.5,,,,,
9816,,,,,
9816.5,,,,,
9817,,,,,
9817.5,,,,,
9818,,,,,
9818.5,,,,,
9819,,,,,
9819.5,,,,,
9820,,,,,
9820.5,,,,,
9821,,,,,
9821.5,,,,,
9822,,,,,
9822.5,,,,,
9823,,,,,
9823.5,,,,,
9824,,,,,
9824.5,,,,,
9825,,,,,
9825.5,,,,,
9826,,,,,
9826.5,,,,,
9827,,,,,
9827.5,,,,,
9828,,,,,
9828.5,,,,,
9829,,,,,
9829.5,,,,,
9830,,,,,
9830.5,,,,,
9831,,,,,
9831.5,,,,,
9832,,,,,
9832.5,,,,,
9833,,,,,
9833.5,,,,,
9834,,,,,
9834.5,,,,,
9835,,,,,
9835.5,,,,,
9836,,,,,
9836.5,,,,,
9837,,,,,
9837.5,,,,,
9838,,,,,
9838.5,,,,,
9839,,,,,
9839.5,,,,,
9840,,,,,
9840.5,,,,,
9841,,,,,
9841.5,,,,,
9842,,,,,
9842.5,,,,,
9843,,,,,
9843.5,,,,,
9844,,,,,
9844.5,,,,,
9845,,,,,
9845.5,,,,,
9846,,,,,
9846.5,,,,,
9847,,,,,
9847.5,,,,,
9848,,,,,
9848.5,,,,,
9849,,,,,
9849.5,,,,,
9850,,,,,
9850.5,,,,,
9851,,,,,
9851.5,,,,,
9852,,,,,
9852.5,,,,,
9853,,,,,
9853.5,,,,,
9854,,,,,
9854.5,,,,,
9855,,,,,
9855.5,,,,,
9856,,,,,
9856.5,,,,,
9857,,,,,
9857.5,,,,,
9858,,,,,
9858.5,,,,,
9859,,,,,
9859.5,,,,,
9860,,,,,
9860.5,,,,,
9861,,,,,
9861.5,,,,,
9862,,,,,
9862.5,,,,,
9863,,,,,
9863.5,,,,,
9864,,,,,
9864.5,,,,,
9865,,,,,
9865.5,,,,,
9866,,,,,
9866.5,,,,,
9867,,,,,
9867.5,,,,,
9868,,,,,
9868.5,,,,,
9869,,,,,
9869.5,,,,,
9870,,,,,
9870.5,,,,,
9871,,,,,
9871.5,,,,,
9872,,,,,
9872.5,,,,,
9873,,,,,
9873.5,,,,,
9874,,,,,
9874.5,,,,,
9875,,,,,
9875.5,,,,,
9876,,,,,
9876.5,,,,,
9877,,,,,
9877.5,,,,,
9878,,,,,
9878.5,,,,,
9879,,,,,
9879.5,,,,,
9880,,,,,
9880.5,,,,,
9881,,,,,
9881.5,,,,,
9882,,,,,
9882.5,,,,,
9883,,,,,
9883.5,,,,,
9884,,,,,
9884.5,,,,,
9885,,,,,
9885.5,,,,,
9886,,,,,
9886.5,,,,,
9887,,,,,
9887.5,,,,,
9888,,,,,
9888.5,,,,,
9889,,,,,
9889.5,,,,,
9890,,,,,
9890.5,,,,,
9891,,,,,
9891.5,,,,,
9892,,,,,
9892.5,,,,,
9893,,,,,
9893.5,,,,,
9894,,,,,
9894.5,,,,,
9895,,,,,
9895.5,,,,,
9896,,,,,
9896.5,,,,,
9897,,,,,
9897.5,,,,,
9898,,,,,
9898.5,,,,,
9899,,,,,
9899.5,,,,,
9900,,,,,
9900.5,,,,,
9901,,,,,
9901.5,,,,,
9902,,,,,
9902.5,,,,,
9903,,,,,
9903.5,,,,,
9904,,,,,
9904.5,,,,,
9905,,,,,
9905.5,,,,,
9906,,,,,
9906.5,,,,,
9907,,,,,
9907.5,,,,,
9908,,,,,
9908.5,,,,,
9909,,,,,
9909.5,,,,,
9910,,,,,
9910.5,,,,,
9911,,,,,
9911.5,,,,,
9912,,,,,
9912.5,,,,,
9913,,,,,
9913.5,,,,,
9914,,,,,
9914.5,,,,,
9915,,,,,
9915.5,,,,,
9916,,,,,
9916.5,,,,,
9917,,,,,
9917.5,,,,,
9918,,,,,
9918.5,,,,,
9919,,,,,
9919.5,,,,,
9920,,,,,
9920.5,,,,,
9921,,,,,
9921.5,,,,,
9922,,,,,
9922.5,,,,,
9923,,,,,
9923.5,,,,,
9924,,,,,
9924.5,,,,,
9925,,,,,
9925.5,,,,,
9926,,,,,
9926.5,,,,,
9927,,,,,
9927.5,,,,,
9928,,,,,
9928.5,,,,,
9929,,,,,
9929.5,,,,,
9930,,,,,
9930.5,,,,,
9931,,,,,
9931.5,,,,,
9932,,,,,
9932.5,,,,,
9933,,,,,
9933.5,,,,,
9934,,,,,
9934.5,,,,,
9935,,,,,
9935.5,,,,,
9936,,,,,
9936.5,,,,,
9937,,,,,
9937.5,,,,,
9938,,,,,
9938.5,,,,,
9939,,,,,
9939.5,,,,,
9940,,,,,
9940.5,,,,,
9941,,,,,
9941.5,,,,,
9942,,,,,
9942.5,,,,,
9943,,,,,
9943.5,,,,,
9944,,,,,
9944.5,,,,,
9945,,,,,
9945.5,,,,,
9946,,,,,
9946.5,,,,,
9947,,,,,
9947.5,,,,,
9948,,,,,
9948.5,,,,,
9949,,,,,
9949.5,,,,,
9950,,,,,
9950.5,,,,,
9951,,,,,
9951.5,,,,,
9952,,,,,
9952.5,,,,,
9953,,,,,
9953.5,,,,,
9954,,,,,
9954.5,,,,,
9955,,,,,
9955.5,,,,,
9956,,,,,
9956.5,,,,,
9957,,,,,
9957.5,,,,,
9958,,,,,
9958.5,,,,,
9959,,,,,
9959.5,,,,,
9960,,,,,
9960.5,,,,,
9961,,,,,
9961.5,,,,,
9962,,,,,
9962.5,,,,,
9963,,,,,
9963.5,,,,,
9964,,,,,
9964.5,,,,,
9965,,,,,
9965.5,,,,,
9966,,,,,
9966.5,,,,,
9967,,,,,
9967.5,,,,,
9968,,,,,
9968.5,,,,,
9969,,,,,
9969.5,,,,,
9970,,,,,
9970.5,,,,,
9971,,,,,
9971.5,,,,,
9972,,,,,
9972.5,,,,,
9973,,,,,
9973.5,,,,,
9974,,,,,
9974.5,,,,,
9975,,,,,
9975.5,,,,,
9976,,,,,
9976.5,,,,,
9977,,,,,
9977.5,,,,,
9978,,,,,
9978.5,,,,,
9979,,,,,
9979.5,,,,,
9980,,,,,
9980.5,,,,,
9981,,,,,
9981.5,,,,,
9982,,,,,
9982.5,,,,,
9983,,,,,
9983.5,,,,,
9984,,,,,
9984.5,,,,,
9985,,,,,
9985.5,,,,,
9986,,,,,
9986.5,,,,,
9987,,,,,
9987.5,,,,,
9988,,,,,
9988.5,,,,,
9989,,,,,
9989.5,,,,,
9990,,,,,
9990.5,,,,,
9991,,,,,
9991.5,,,,,
9992,,,,,
9992.5,,,,,
9993,,,,,
9993.5,,,,,
9994,,,,,
9994.5,,,,,
9995,,,,,
9995.5,,,,,
9996,,,,,
9996.5,,,,,
9997,,,,,
9997.5,,,,,
9998,,,,,
9998.5,,,,,
9999,,,,,
9999.5,,,,,
10000,,,,,
10000.5,,,,,
10001,,,,,
10001.5,,,,,
10002,,,,,
10002.5,,,,,
10003,,,,,
10003.5,,,,,
10004,,,,,
10004.5,,,,,
